participant,stim,condition,category_A_label,category_B_label,category,angle,radius,angle_psy,radius_psy,key_choice,rt,trial_type,block_n,trial_n,category_choice
10,9,switch/standard,j,f,A,17,113,-5.541832691,31.07890857909637,j,0.8660918999812566,standard,3,22,A
10,21,switch/standard,j,f,B,40,30,45.13982813678688,-35.30081098,f,0.8701280999812298,standard,3,23,B
10,22,switch/standard,j,f,B,40,57,41.88083319458841,-14.98800492,f,0.7041022999910638,standard,3,24,B
10,21,switch/standard,j,f,B,40,30,45.13982813678688,-35.30081098,f,0.497714500001166,switch,3,25,B
10,13,switch/standard,j,f,Test,25,85,9.818056926810664,7.222251006984481,j,0.740172799967695,standard,3,26,A
10,19,switch/standard,j,f,Test,33,113,26.34861461926153,27.630709460791525,f,0.884171099984087,standard,3,27,B
10,3,switch/standard,j,f,A,10,85,-26.47077232,11.92758930596587,j,0.5997642999864183,standard,3,28,A
10,7,switch/standard,j,f,Test,17,57,-6.953638003,-14.02238557,j,1.2218157000024803,switch,3,29,A
10,25,switch/standard,j,f,Test,40,140,38.35549087886737,42.56620206713007,j,1.2097101000254042,standard,3,30,A
10,15,switch/standard,j,f,A,25,140,12.129448921922751,51.77476957,j,0.6942574999993667,standard,3,31,A
10,13,switch/standard,j,f,Test,25,85,9.818056926810664,7.222251006984481,j,1.041771800024435,standard,3,32,A
10,2,switch/standard,j,f,A,10,57,-24.53495333,-12.0763604,j,0.4688888000091538,standard,3,33,A
10,2,switch/standard,j,f,A,10,57,-24.53495333,-12.0763604,j,0.4404448000132106,switch,3,34,A
10,8,switch/standard,j,f,A,17,85,-8.995342757,8.387433417892344,j,0.7242545999470167,standard,3,35,A
10,15,switch/standard,j,f,A,25,140,12.129448921922751,51.77476957,j,1.0212056000018492,switch,3,36,A
10,11,switch/standard,j,f,B,25,30,13.264524555129096,-38.2203846,f,0.7699675999465398,standard,3,37,B
10,24,switch/standard,j,f,B,40,113,37.71162000489743,24.31290640287821,f,1.1440417999983763,switch,3,38,B
10,1,switch/standard,j,f,Test,10,30,-20.84275308,-36.88849953,f,1.2806249999557622,standard,3,39,B
10,16,switch/standard,j,f,B,33,30,30.19684495481618,-38.42373928,f,0.7871165999677032,switch,3,40,B
10,6,switch/standard,j,f,B,17,30,-3.854444584,-37.8392214,f,0.9450154000078328,standard,3,41,B
10,1,switch/standard,j,f,Test,10,30,-20.84275308,-36.88849953,f,1.3441239999956451,switch,3,42,B
10,4,switch/standard,j,f,A,10,113,-23.83479794,30.479004461502832,j,0.6882351999520324,standard,3,43,A
10,17,switch/standard,j,f,B,33,57,26.21866752665977,-14.79865055,f,1.890831900003832,standard,3,44,B
10,7,switch/standard,j,f,Test,17,57,-6.953638003,-14.02238557,j,1.0356495999731123,standard,3,45,A
10,19,switch/standard,j,f,Test,33,113,26.34861461926153,27.630709460791525,f,1.896323000022676,standard,3,46,B
10,7,switch/standard,j,f,Test,17,57,-6.953638003,-14.02238557,j,0.7931948999757878,standard,3,47,A
10,12,switch/standard,j,f,B,25,57,9.177647168036223,-16.07892918,f,1.4953095000237226,standard,3,48,B
10,13,switch/standard,j,f,Test,25,85,9.818056926810664,7.222251006984481,f,0.7370929000317119,switch,3,49,B
10,13,switch/standard,j,f,Test,25,85,9.818056926810664,7.222251006984481,j,0.904529099992942,standard,3,50,A
10,19,switch/standard,j,f,Test,33,113,26.34861461926153,27.630709460791525,j,0.8582030000397936,switch,3,51,A
10,7,switch/standard,j,f,Test,17,57,-6.953638003,-14.02238557,f,1.3417033000150695,standard,3,52,B
10,5,switch/standard,j,f,A,10,140,-16.71390068,50.111230393533226,j,0.7330798999755643,standard,3,53,A
10,25,switch/standard,j,f,Test,40,140,38.35549087886737,42.56620206713007,j,1.1898883000249043,standard,3,54,A
