thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.11818942602258176,0.14538183098193258,5.377124391961843,f,4.101386665017344,None,pilot,001,2025-12-18_09h14.07.083,turtles_categorization,,2025.2.3,120.52420712336152,2025-12-18 09h14.07.174923 -0500,
