thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.04168791603296995,0.06381745403632522,1.6571061480790377,j,1.5745027849916369,None,pilot,001,2025-12-19_16h49.49.757,turtles_categorization,,2025.2.3,90.12475568660902,2025-12-19 16h49.49.801146 -0500,
