thisRow.t,notes,trial_2.started,key_resp.started,turtle_1.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02567510999995193,0.031041474000005564,0.031041474000005564,6.831046084999969,j,6.776591795000002,None,pilot,001,2026-01-05_16h00.56.986,turtles_categorization,,2025.2.3,None,2026-01-05 16h00.57.019847 -0500,
