thisRow.t,notes,trial_2.started,key_resp.started,turtle_1.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02337987499998917,0.02774326700000529,0.02774326700000529,4.735495415999992,j,4.686612399000012,None,pilot,001,2026-01-05_16h02.05.335,turtles_categorization,,2025.2.3,None,2026-01-05 16h02.05.364975 -0500,
