29.3946 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
29.3958 	INFO 	Loaded monitor calibration from ['2023_04_13 15:13']
29.6407 	INFO 	Using renderer 'Intel(R) Iris(TM) Plus Graphics 655' for graphics
29.6408 	INFO 	OpenGL version supported by driver is 2..
29.6887 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x13b277d30>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x13b277cd0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13b0ee080>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
29.6888 	EXP 	window1: backgroundImage = ''
29.6889 	EXP 	window1: backgroundFit = 'none'
29.7434 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.7612 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.7790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.7971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8324 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.8853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9204 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9558 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9735 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
29.9911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0089 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0267 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0440 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0613 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.0996 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1022 	DEBUG 	Uploading Texture Font fontname to graphics card
30.1052 	DEBUG 	Upload of Texture Font fontname complete
30.1322 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
30.1691 	DEBUG 	Uploading Texture Font fontname to graphics card
30.1697 	DEBUG 	Upload of Texture Font fontname complete
30.1727 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.1728 	EXP 	window1: recordFrameIntervals = False
30.6315 	EXP 	window1: recordFrameIntervals = True
30.8313 	WARNING 	t of last frame was 28.19ms (=1/35)
31.4982 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

31.5261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.5440 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.5619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.5802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.5986 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6342 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6521 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.6888 	DEBUG 	Uploading Texture Font fontname to graphics card
31.6921 	DEBUG 	Upload of Texture Font fontname complete
31.7467 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
35.3757 	INFO 	keyboard.Keyboard is using iohub backend.
35.3758 	EXP 	turtles_categorization: status = STARTED
0.0269 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0270 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0302 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0307 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0308 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
