thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.027945777983404696,0.051162758958525956,2.400858733919449,j,2.3410445920890197,None,pilot,001,2025-12-19_16h48.35.311,turtles_categorization,,2025.2.3,None,2025-12-19 16h48.35.341185 -0500,
