thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.023130121990107,0.05215251800836995,6.902191149012651,j,6.819237838033587,None,pilot,001,2026-01-05_11h32.40.889,turtles_categorization,,2025.2.3,None,2026-01-05 11h32.40.915554 -0500,
