thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.05083562294021249,0.09539261495228857,6.723168349941261,f,6.592831050045788,None,pilot,001,2025-12-18_09h02.06.897,turtles_categorization,,2025.2.3,120.37851812366483,2025-12-18 09h02.06.950096 -0500,
