thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.03656622499693185,0.06811994197778404,9.732393121928908,f,9.638751377002336,None,pilot,001,2025-12-18_08h46.25.947,turtles_categorization,,2025.2.3,122.70229969344133,2025-12-18 08h46.25.986821 -0500,
