thisRow.t,notes,draw_turtle.started,key_resp.started,text.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.04318221099674702,0.08801064698491246,0.08801064698491246,,,,,,,,,
