thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.10075706499628723,0.11509714601561427,42.23001867404673,f,42.09511331701651,None,pilot,001,2025-12-18_09h10.36.703,turtles_categorization,,2025.2.3,118.28622326460551,2025-12-18 09h10.36.754890 -0500,
