thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.061252890969626606,0.07489805098157376,2.006663223961368,None,pilot,001,2025-12-18_09h24.20.079,turtles_categorization,,2025.2.3,121.13985569140769,2025-12-18 09h24.20.108964 -0500,
