thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08939184399787337,0.09893815906252712,2.012060187989846,None,pilot,001,2025-12-19_13h04.10.635,turtles_categorization,,2025.2.3,120.11788355376065,2025-12-19 13h04.10.679883 -0500,
