thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.04547223402187228,0.07748384703882039,5.074289241107181,f,4.968527189921588,None,pilot,001,2025-12-18_08h53.54.947,turtles_categorization,,2025.2.3,119.82671530065072,2025-12-18 08h53.54.995746 -0500,
