thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.040452148066833615,0.06801199400797486,5.124389452044852,j,5.0299868900328875,None,pilot,001,2025-12-19_13h48.47.874,turtles_categorization,,2025.2.3,94.81275534164865,2025-12-19 13h48.47.917603 -0500,
