thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.021979416022077203,0.031537766044493765,2.3494190360070206,j,2.293372359010391,None,pilot,001,2026-01-05_11h43.57.962,turtles_categorization,,2025.2.3,None,2026-01-05 11h43.57.986800 -0500,
