thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02814533095806837,0.08018795598763973,3.546033481019549,j,3.442816360038705,None,pilot,001,2025-12-19_13h46.22.193,turtles_categorization,,2025.2.3,121.3309285539096,2025-12-19 13h46.22.223689 -0500,
