thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0630252769915387,0.07762168406043202,2.3191631360678002,f,2.2155939450021833,None,pilot,001,2025-12-18_09h19.42.959,turtles_categorization,,2025.2.3,None,2025-12-18 09h19.42.987076 -0500,
