thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0463437739526853,0.056031384970992804,12.439710438018665,f,12.358684113947675,None,pilot,001,2025-12-18_08h54.51.043,turtles_categorization,,2025.2.3,119.99994428830945,2025-12-18 08h54.51.071489 -0500,
