thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.028320687008090317,0.06892207299824804,3.104960210970603,j,3.0106663649203256,None,pilot,001,2025-12-19_16h51.50.323,turtles_categorization,,2025.2.3,None,2025-12-19 16h51.50.354412 -0500,
