37.6083 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
37.6095 	INFO 	Loaded monitor calibration from ['2023_04_13 15:13']
37.8430 	INFO 	Using renderer 'Intel(R) Iris(TM) Plus Graphics 655' for graphics
37.8430 	INFO 	OpenGL version supported by driver is 2..
37.8630 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x14015a980>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x14015a9e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13fee99c0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
37.8630 	EXP 	window1: backgroundImage = ''
37.8631 	EXP 	window1: backgroundFit = 'none'
37.8962 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.9141 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.9319 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.9500 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.9680 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.9853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0212 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0553 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.0911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1093 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1452 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1631 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.1985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.2160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.2349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.2526 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.2531 	DEBUG 	Uploading Texture Font fontname to graphics card
38.2562 	DEBUG 	Upload of Texture Font fontname complete
38.2837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.3023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.3208 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
38.3214 	DEBUG 	Uploading Texture Font fontname to graphics card
38.3221 	DEBUG 	Upload of Texture Font fontname complete
38.3249 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
38.3249 	EXP 	window1: recordFrameIntervals = False
38.7043 	EXP 	window1: recordFrameIntervals = True
39.5551 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

39.5826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6368 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6551 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.6907 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.7088 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.7269 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.7451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
39.7455 	DEBUG 	Uploading Texture Font fontname to graphics card
39.7489 	DEBUG 	Upload of Texture Font fontname complete
39.8054 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
43.3431 	INFO 	keyboard.Keyboard is using iohub backend.
43.3432 	EXP 	turtles_categorization: status = STARTED
0.0265 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0266 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0291 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0331 	INFO 	Keyboard events cleared
0.0327 	WARNING 	t of last frame was 28.35ms (=1/35)
0.0365 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0365 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0396 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0587 	WARNING 	t of last frame was 26.02ms (=1/38)
0.0638 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0639 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0662 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0796 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0797 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0819 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0889 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0889 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.0912 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.0980 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.0981 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.1003 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.1123 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.1124 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
0.1146 	EXP 	Created unnamed Pie = Pie(__class__=<class 'psychopy.visual.pie.Pie'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb255', contrast=None, depth=0, draggable=False, fillColor=array([128., 128., 128.]), fillColorSpace='rgb255', fillRGB=array([False, False, False]), interpolate=True, lineColor=array([128., 128., 128.]), lineColorSpace='rgb255', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Pie', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
0.1216 	WARNING 	fillColorSpace parameter is deprecated. Please use colorSpace instead.
0.1217 	WARNING 	lineColorSpace parameter is deprecated. Please use colorSpace instead.
