thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.066524188965559,0.07545702997595072,5.18764649098739,f,5.082978623104282,None,pilot,001,2025-12-18_09h00.25.600,turtles_categorization,,2025.2.3,121.00878833087506,2025-12-18 09h00.25.647128 -0500,
