thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.06632414797786623,0.12197467498481274,3.461542889010161,j,3.3183941019815393,None,pilot,001,2026-01-05_11h41.12.580,turtles_categorization,,2025.2.3,234.1076272770794,2026-01-05 11h41.12.648638 -0500,
