thisRow.t,notes,draw_turtle.started,key_resp.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.08449485595338047,0.09730271995067596,4.096768429968506,f,3.966635460034013,None,pilot,001,2025-12-18_09h16.21.399,turtles_categorization,,2025.2.3,119.49149579712866,2025-12-18 09h16.21.450943 -0500,
