thisRow.t,notes,draw_turtle.started,key_resp.started,text.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03967187600210309,0.05353637505322695,0.05353637505322695,2.6767884771106765,f,2.600953666958958,None,654741,001,2025-12-17_17h18.32.150,turtles_categorization,2024.2.4,None,2025-12-17 17h18.46.708101 -0500,
