thisRow.t,notes,draw_turtle.started,key_resp.started,text.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0060608439380303025,0.018896125024184585,0.018896125024184585,4.159412893932313,f,4.122369674034417,None,675407,001,2025-12-17_17h14.15.487,turtles_categorization,2024.2.4,None,2025-12-17 17h14.23.363821 -0500,
