thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.030337318079546094,0.05606508406344801,3.313779123011045,j,3.2539019549731165,None,pilot,001,2025-12-19_16h47.44.957,turtles_categorization,,2025.2.3,89.70132294826234,2025-12-19 16h47.44.990506 -0500,
