thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02447571902303025,0.0626365200150758,3.5116366630536504,j,3.4250549240387045,None,pilot,001,2026-01-05_11h41.57.703,turtles_categorization,,2025.2.3,None,2026-01-05 11h41.57.729772 -0500,
