thisRow.t,notes,trial_2.started,key_resp.started,trial_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.02289776096586138,0.032708399987313896,3.9658535379567184,j,3.9235535810003057,None,pilot,001,2026-01-05_11h38.39.261,turtles_categorization,,2025.2.3,None,2026-01-05 11h38.39.286174 -0500,
