thisRow.t,notes,draw_turtle.started,key_resp.started,text_test.started,draw_turtle.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.05842352192848921,0.0727825469803065,0.0727825469803065,2.5242091439431533,f,2.4259557080222294,None,pilot,001,2025-12-19_13h13.35.636,turtles_categorization,,2025.2.3,120.11050687033836,2025-12-19 13h13.35.751259 -0500,
